ENSG00000197385.5	55	18	0.7576333694434911	0.7561974416169026
ENSG00000248569.1	31	620	0.0361247068265137	0.04802552983354217
ENSG00000134909.14	304	44	0.8697873551546942	0.8740649093783943
ENSG00000236806.1	207	82	0.7100416987751137	0.7178643676262723
ENSG00000260188.1	52	42	0.5361974277479565	0.5545282946539716
ENSG00000202141.1	154	21	0.8728585546903366	0.8826683795800132
ENSG00000273403.1	11	187	0.02362532481751184	0.05474045394881371
ENSG00000249119.1	43	117	0.2467750096746234	0.2683952062552097
ENSG00000211691.2	128	2	0.9860746723714157	0.9873953836966423
ENSG00000172283.9	155	936	0.13871001782763326	0.1422107289908266
ENSG00000125945.10	21	71	0.2234420574101887	0.23227739596834676
ENSG00000202417.1	204	2	0.9787364235691786	0.9922709582138403
ENSG00000253067.1	11	648	0.035771374020365135	0.017026379180563166
ENSG00000218577.1	9	9	0.5133456025554665	0.5028107967693562
ENSG00000205883.2	1068	59	0.94914093559038	0.9473834260615791
ENSG00000237672.1	80	58	0.5998511710640786	0.5762777709479829
ENSG00000263449.1	146	50	0.7378933919006191	0.7434790931963224
ENSG00000167601.7	535	25	0.9526938726028181	0.9556776733562582
ENSG00000267571.1	1186	348	0.7554119879240095	0.7728663349011455
ENSG00000199929.1	67	49	0.5871665943964397	0.576674984557917
ENSG00000253558.1	56	6	0.9131282816657791	0.9099828208721051
ENSG00000229404.1	17	90	0.14566354168706894	0.15986204585309124
ENSG00000232032.1	239	345	0.40463674093718316	0.40848996695839634
ENSG00000260176.1	211	556	0.28083010052619284	0.2749463333218571
ENSG00000226543.2	43	43	0.49458640067161536	0.5025197721505628
ENSG00000225420.1	61	22	0.7330746079169941	0.7335269725633664
ENSG00000272277.1	58	37	0.5851769397550187	0.6145109341844115
ENSG00000238910.1	85	95	0.46368769282431266	0.47159048340270604
ENSG00000184984.8	17	40	0.2957967372020027	0.3009846801259215
ENSG00000250230.2	163	107	0.5999132624243273	0.6033777311916121
ENSG00000255539.1	101	23	0.8099616752431871	0.81642440604084
ENSG00000186844.4	43	35	0.5603548782581999	0.5499442383776842
ENSG00000232750.2	259	165	0.6031883924241983	0.6107403320532501
ENSG00000240751.1	8	75	0.1064995175978305	0.10112076768268988
ENSG00000256044.1	274	216	0.5691838464072712	0.5589927316243309
ENSG00000112697.11	93	60	0.6034393199674437	0.6082150825624845
ENSG00000259447.1	17	88	0.16241621547566487	0.1607164336052869
ENSG00000227873.1	568	128	0.8151334388474901	0.8161149022740214
ENSG00000203394.2	6	89	0.053850736336931174	0.063321274105232
ENSG00000242188.2	88	42	0.6683998694940035	0.6762475246859686
ENSG00000235459.4	100	45	0.7003772685175969	0.6884867030250701
ENSG00000238123.1	339	169	0.6702274024032703	0.6677389315328855
ENSG00000224076.1	177	822	0.17253725012888785	0.17678544463404527
ENSG00000228480.1	54	75	0.4105931921189308	0.42009682496855466
ENSG00000147155.6	46	136	0.2472991775028371	0.2501824509630779
ENSG00000212539.1	206	55	0.7801115312407335	0.7884651940160388
ENSG00000240750.2	95	44	0.7013072399056843	0.6840503834759957
ENSG00000241929.1	63	4	0.9326394732860477	0.9464091186022614
ENSG00000214889.3	209	8	0.9621017017058884	0.9619159779594271
ENSG00000242079.1	92	111	0.4412115402724889	0.45128140625817004
ENSG00000271500.1	256	366	0.4157816734163771	0.4112681050087797
ENSG00000164687.6	30	5	0.8695805112062565	0.8600456099443193
ENSG00000137273.3	171	31	0.841679312011235	0.8484168063837045
ENSG00000263692.1	239	11	0.9628442097455826	0.9554624742006324
ENSG00000222309.1	15	23	0.396014996402815	0.39520662005496254
ENSG00000199785.1	3	143	0.017361082860683053	0.021584932227539558
ENSG00000108821.9	322	20	0.9431525150614929	0.9411259558583337
ENSG00000264835.1	7	6	0.5611393531174652	0.5683095896234798
ENSG00000211885.1	229	42	0.8478690505294125	0.843754710089792
ENSG00000126254.7	247	103	0.6900014304890969	0.7057202827432068
ENSG00000155052.14	24	17	0.5931665288572221	0.5898283418515197
ENSG00000267394.1	52	192	0.22383528429590804	0.21128296185847795
ENSG00000213035.4	165	76	0.6857109210264635	0.686336337819128
ENSG00000270554.1	325	35	0.8889876562126429	0.9030659798125941
ENSG00000227913.1	3	206	0.02386437255069044	0.01261907863624058
ENSG00000122068.8	161	5	0.9809601957568709	0.9683894270221773
ENSG00000262561.1	91	70	0.5812446047915345	0.5669329700220306
ENSG00000171478.7	36	10	0.7731081557521559	0.7816822352538869
ENSG00000226642.1	107	62	0.6286142860470003	0.6311352085996114
ENSG00000091986.11	121	422	0.20623208353058442	0.22255458959437827
ENSG00000214566.4	11	209	0.05274705889813834	0.05132120345410711
ENSG00000146143.13	54	118	0.32275129442012823	0.31379443566289994
ENSG00000208036.1	63	310	0.1677614605524476	0.17010847729894044
ENSG00000221200.1	35	24	0.5977272530475294	0.6001734994707116
ENSG00000226360.4	10	22	0.32495714946684845	0.31334141877866295
ENSG00000189362.7	8	3	0.7267825720728919	0.7497924502931413
ENSG00000264247.1	286	72	0.7994995188697078	0.798167007825234
ENSG00000156110.9	73	12	0.8618718547188355	0.8580364409963102
ENSG00000169683.3	135	18	0.8727829757933648	0.8806377222381757
ENSGR0000169100.8	29	60	0.3329186827515907	0.3218624126383559
ENSG00000252084.1	108	80	0.5665177255549004	0.5719426635967721
ENSG00000163743.9	109	183	0.3673727234291215	0.3719606277182892
ENSG00000109084.9	155	51	0.7352501798847947	0.7522960945273155
ENSG00000260551.1	26	68	0.27753958641036774	0.2720315129724015
ENSG00000137252.5	287	21	0.9451289878532546	0.9321584807458504
ENSG00000148468.12	9	177	0.05512616941480427	0.049505528747267005
ENSG00000173698.13	63	25	0.7146124142594706	0.7110631188287819
ENSG00000229237.2	121	7	0.9284121971321605	0.9440361135776141
ENSG00000230716.3	47	43	0.5304293738877073	0.5277423000167806
ENSG00000264101.1	181	43	0.8224182654032711	0.8098474347435165
ENSG00000172940.7	84	75	0.5423545854732039	0.5300281806325257
ENSG00000259953.1	52	12	0.8208690629093084	0.8118684542483161
ENSG00000213970.3	610	162	0.7911623161699237	0.7902407842107424
ENSG00000250298.1	9	11	0.4597279653723807	0.4585502293650204
ENSG00000223710.1	100	193	0.3380039707055837	0.342333120222726
ENSG00000270505.1	44	247	0.15197329505789037	0.15231764367472697
ENSG00000268601.1	269	340	0.45677593700806784	0.440960388339551
ENSG00000177854.7	40	56	0.42596063322253896	0.41692331940838895
ENSG00000225336.2	47	104	0.32300094736670415	0.31135121552125056
ENSG00000221182.1	244	243	0.5011283027639163	0.5014008958936385
ENSG00000256603.1	10	8	0.5856669266866974	0.5757069572132972
ENSG00000231141.1	589	39	0.9427129130751678	0.9378440228199735
ENSG00000180917.12	27	471	0.038948294876657644	0.05467071468838617
ENSG00000213790.2	40	40	0.5006241318859103	0.4980468944374679
ENSG00000223565.1	27	111	0.19226921235006056	0.19528825911293116
ENSG00000133275.11	10	65	0.13668245726733885	0.1324473742195849
ENSG00000229648.1	51	65	0.42236866999760475	0.4403940117109001
ENSG00000265150.1	42	23	0.6595385733504195	0.6422619972805708
